MAJO_SHOVEL_SAVE_V1
money 518
play_time_seconds 19027
astral_high_score 0
captured_monster_ring_breaks_before_stage_clear 1 0
captured_monster_ring_breaks_before_stage_clear 2 0
captured_monster_ring_breaks_before_stage_clear 3 0
player_level 19
player_xp 465
player_xp_to_next 1031
pending_level_bonus_choices 0
upgrade_max_hp 1
upgrade_ring_radius 1
upgrade_ring_speed 0
upgrade_collection_range 1
level_ring_points 1 3 2 6
level_ring_points 2 2 1 4
level_ring_points 3 0 0 0
workshop_ring_upgrade 1 0 0 0 0 0 0 0 0 0 1.6848
workshop_ring_upgrade 2 0 0 0 0 0 0 0 0 0 2.3328
workshop_ring_upgrade 3 0 0 0 0 0 0 0 0 0 2.592
merchant_refresh_pending 1
merchant_upgrade_level 2
merchant_stock_version 2
merchant_stock item_small_drill 370 1
merchant_stock item_good_torch 240 1
merchant_stock item_luxury_apple 190 1
merchant_stock item_spear 540 2
merchant_stock item_slow_candy 80 1
merchant_stock item_holey_shield 350 5
merchant_stock item_pickaxe 370 5
merchant_stock item_wood_shield 220 5
merchant_stock item_chipped_pickaxe 220 2
warehouse_capacity_level 1
processing_unlock_level 1
ring_workshop_unlocked 0
ring_preset_slot_level 1
auto_save_on_return 0
equipped_staff iteminst_131
ring_shape_1 Circle
ring_shape_2 FigureEight
ring_shape_3 Comet
story_flag story_stage_01_start
story_flag story_monica_radio_stage_01
story_flag story_tutorial_item_use
story_flag story_tutorial_ring_shift
story_flag base_return_count_1
story_flag story_tutorial_warp
story_flag base_return_count_2
story_flag story_base_hint_diary_save
story_flag dungeon_discovery_seen_glowing_rock_room
story_flag story_tutorial_staff_equip
story_flag dungeon_discovery_seen_buried_witch
story_flag story_tutorial_magic_book
story_flag dungeon_discovery_seen_lost_baggage_witch
story_flag dungeon_discovery_seen_monster_swarm_room
story_flag dungeon_discovery_seen_item_request_witch
story_flag dungeon_discovery_seen_nest_room
story_flag story_stage_01_boss_before
story_flag story_stage_01_boss_after
story_flag stage_clear_1
story_flag story_stage_01_clear
story_flag story_base_hint_bookshelf_stage1
story_flag story_tutorial_base_processing
story_flag story_stage_02_start
story_flag story_monica_radio_stage_02
story_flag story_tutorial_capture_net
story_flag dungeon_discovery_seen_cold_witch_campfire
story_flag dungeon_discovery_seen_electric_circuit_room
story_flag story_base_hint_storage_full
story_flag story_tutorial_base_storage
story_flag story_tutorial_base_merchant
story_flag story_tutorial_ring_equip
story_flag story_tutorial_base_forge
story_flag dungeon_discovery_seen_surrounded_witch
story_flag dungeon_discovery_seen_boss_monster_room
story_flag story_stage_02_boss_before
story_flag story_stage_02_boss_after
story_flag stage_clear_2
story_flag story_stage_02_clear
codex_entry item item_hard_bread 4
codex_entry item item_super_capture_net 2
codex_entry item item_torch 4
codex_entry item item_shovel 4
codex_entry item item_earthvein_book 2
codex_entry item item_apple 2
codex_entry item item_bat 4
codex_entry item item_chipped_pickaxe 4
codex_entry item item_giant_potion 2
codex_entry item item_good_torch 2
codex_entry item item_staff_apprentice_witch 2
codex_entry item item_drill 4
codex_entry item item_forged_shovel 4
codex_entry item item_steel_drill 2
codex_entry item item_poison_apple 2
codex_entry item item_staff_breeze_wand 2
codex_entry item item_frying_pan 4
codex_entry item item_spike_shield 2
codex_entry item item_compass 4
codex_entry item item_bowling_ball 2
codex_entry item item_iron_sword 2
codex_entry item item_thunderclap_book 4
codex_entry item item_lantern 4
codex_entry item item_slow_candy 2
codex_entry item item_small_drill 4
codex_entry item item_mineuchi_sword 2
codex_entry item item_sleep_apple 2
codex_entry item item_magic_lantern 4
codex_entry item item_firefly_bottle 4
codex_entry item item_icecrystal_book 4
codex_entry item item_spear 4
codex_entry item item_staff_magnetic 2
codex_entry item item_silver_shovel 4
codex_entry item item_orbit_stake 4
codex_entry item item_good_apple 2
codex_entry item item_capture_net 3
codex_entry item item_thunder_book 4
codex_entry item item_great_torch 4
codex_entry item item_soft_cookie 2
codex_entry item item_staff_scrap_iron 2
codex_entry item item_staff_moon 2
codex_entry item item_iron_shield 2
codex_entry item item_holey_shield 2
codex_entry item item_silver_sword 4
codex_entry item item_metal_bat 4
codex_entry item item_hard_cookie 2
codex_entry item item_luxury_apple 2
codex_entry item item_speed_candy 2
codex_entry item item_steel_pickaxe 4
codex_entry item item_spiked_bat 2
codex_entry item item_hammer 2
codex_entry item item_paralyze_apple 2
codex_entry treasure treasure_asakou_03 4
codex_entry treasure item_coin_bag 4
codex_entry treasure treasure_junk_pot 4
codex_entry treasure treasure_power_plug 4
codex_entry treasure treasure_haiki_58 4
codex_entry treasure treasure_asakou_07 4
codex_entry treasure treasure_alarm_clock 4
codex_entry treasure treasure_asakou_10 4
codex_entry treasure treasure_asakou_04 4
codex_entry treasure treasure_junk_wardrobe 2
codex_entry treasure treasure_asakou_15 4
codex_entry treasure treasure_asakou_02 4
codex_entry treasure treasure_asakou_06 2
codex_entry treasure treasure_asakou_11 2
codex_entry treasure treasure_candle 4
codex_entry treasure treasure_bucket 2
codex_entry treasure treasure_asakou_29 4
codex_entry treasure treasure_junk_barrel 2
codex_entry treasure treasure_asakou_08 2
codex_entry treasure treasure_witch_broom 2
codex_entry treasure treasure_asakou_21 2
codex_entry treasure treasure_asakou_09 2
codex_entry treasure treasure_asakou_16 4
codex_entry treasure treasure_asakou_14 2
codex_entry treasure treasure_asakou_24 4
codex_entry treasure treasure_junk_futon 2
codex_entry treasure treasure_asakou_20 4
codex_entry treasure treasure_haiki_49 2
codex_entry treasure treasure_haiki_38 4
codex_entry treasure treasure_junk_chabudai 2
codex_entry treasure treasure_haiki_37 4
codex_entry treasure treasure_haiki_47 4
codex_entry treasure treasure_junk_bed 2
codex_entry treasure treasure_junk_poison_planter 4
codex_entry treasure treasure_haiki_33 4
codex_entry treasure treasure_asakou_27 4
codex_entry treasure treasure_haiki_32 4
codex_entry treasure treasure_asakou_22 4
codex_entry treasure treasure_junk_tv 4
codex_entry treasure treasure_haiki_31 4
codex_entry treasure treasure_asakou_17 4
codex_entry treasure treasure_junk_hair_dryer 2
codex_entry treasure treasure_junk_wine_bottle 4
codex_entry treasure treasure_junk_fan 2
codex_entry treasure treasure_haiki_45 4
codex_entry treasure treasure_junk_game_console 2
codex_entry treasure treasure_chili_bottle 4
