MAJO_SHOVEL_SAVE_V1
durability_unit_scale 3
money 936
play_time_seconds 26414
astral_high_score 0
astral_echo_star_count 56
captured_monster_ring_breaks_before_stage_clear 1 3
captured_monster_ring_breaks_before_stage_clear 2 0
captured_monster_ring_breaks_before_stage_clear 3 0
player_level 10
player_xp 279
player_xp_to_next 284
pending_level_bonus_choices 0
upgrade_max_hp 1
upgrade_ring_radius 0
upgrade_ring_speed 0
upgrade_collection_range 0
level_ring_points 1 3 2 4
level_ring_points 2 0 0 0
level_ring_points 3 0 0 0
workshop_ring_upgrade 1 0 0 0 0 0 0 0 0 0 1.56
workshop_ring_upgrade 2 0 0 0 0 0 0 0 0 0 1.8
workshop_ring_upgrade 3 0 0 0 0 0 0 0 0 0 2.4
merchant_refresh_pending 1
merchant_upgrade_level 2
merchant_stock_version 1
merchant_stock item_chipped_pickaxe 220 5
merchant_stock item_torch 160 4
merchant_stock item_apple 40 5
merchant_stock item_frying_pan 410 2
merchant_stock item_speed_candy 120 5
merchant_stock item_good_torch 240 1
merchant_stock item_great_sword 880 4
merchant_stock item_drill 630 4
merchant_stock item_shovel 190 4
warehouse_capacity_level 0
processing_unlock_level 1
ring_workshop_unlocked 0
ring_preset_slot_level 0
auto_save_on_return 0
equipped_staff -
ring_shape_1 Circle
ring_shape_2 FigureEight
ring_shape_3 Comet
story_flag story_intro_tutorial_fall
story_flag story_intro_tutorial_shovel_ready
story_flag story_intro_tutorial_torch_found
story_flag story_intro_tutorial_torch_ready
story_flag story_intro_tutorial_enemy_encounter
story_flag story_intro_tutorial_enemy_defeated
story_flag story_intro_tutorial_chest_found
story_flag story_intro_tutorial_chest_loot_ring
story_flag story_intro_tutorial_midway
story_flag story_intro_tutorial_exit_found
story_flag intro_tutorial_completed
story_flag story_opening_base_intro
story_flag story_tutorial_ring_equip
story_flag base_return_count_1
story_flag story_stage_01_start
story_flag story_tutorial_magnifying_glass
story_flag story_tutorial_item_use
story_flag story_tutorial_capture_net
story_flag story_tutorial_ring_shift
story_flag story_tutorial_warp
story_flag base_return_count_2
story_flag story_base_hint_diary_save
story_flag dungeon_discovery_seen_glowing_rock_room
story_flag dungeon_discovery_seen_buried_witch
story_flag dungeon_discovery_seen_lost_baggage_witch
story_flag dungeon_discovery_seen_monster_swarm_room
story_flag dungeon_discovery_seen_item_request_witch
story_flag story_tutorial_magic_book
story_flag story_stage_01_warp_all_found
story_flag story_tutorial_base_processing
story_flag story_stage_01_boss_before
story_flag story_stage_01_boss_after
story_flag stage_clear_1
story_flag story_stage_01_clear
story_flag story_base_hint_bookshelf_stage1
story_flag story_tutorial_base_storage
main_knowledge_v1 1
main_obtained_object captured_bake_kinoko
main_obtained_object captured_slime
main_obtained_object item_apple
main_obtained_object item_bat
main_obtained_object item_capture_net
main_obtained_object item_chipped_pickaxe
main_obtained_object item_coin_bag
main_obtained_object item_compass
main_obtained_object item_forged_shovel
main_obtained_object item_good_apple
main_obtained_object item_good_torch
main_obtained_object item_hard_bread
main_obtained_object item_hard_cookie
main_obtained_object item_icecrystal_book
main_obtained_object item_iron_sword
main_obtained_object item_lantern
main_obtained_object item_magnifying_glass
main_obtained_object item_pickaxe
main_obtained_object item_poison_apple
main_obtained_object item_power_macaron
main_obtained_object item_shovel
main_obtained_object item_small_drill
main_obtained_object item_speed_candy
main_obtained_object item_staff_earth
main_obtained_object item_torch
main_obtained_object item_wind_book
main_obtained_object item_wood_shield
main_obtained_object treasure_asakou_01
main_obtained_object treasure_asakou_02
main_obtained_object treasure_asakou_03
main_obtained_object treasure_asakou_04
main_obtained_object treasure_asakou_06
main_obtained_object treasure_asakou_07
main_obtained_object treasure_asakou_08
main_obtained_object treasure_asakou_10
main_obtained_object treasure_asakou_18
main_obtained_object treasure_asakou_19
main_obtained_object treasure_asakou_20
main_obtained_object treasure_asakou_22
main_obtained_object treasure_asakou_30
main_obtained_object treasure_candle
main_obtained_object treasure_junk_barrel
main_obtained_object treasure_junk_pot
