MAJO_SHOVEL_SAVE_V1
durability_unit_scale 3
money 12339
play_time_seconds 28789
astral_high_score 0
astral_echo_star_count 60
captured_monster_ring_breaks_before_stage_clear 1 3
captured_monster_ring_breaks_before_stage_clear 2 0
captured_monster_ring_breaks_before_stage_clear 3 0
player_level 20
player_xp 948
player_xp_to_next 1144
pending_level_bonus_choices 0
upgrade_max_hp 1
upgrade_ring_radius 0
upgrade_ring_speed 0
upgrade_collection_range 1
level_ring_points 1 3 2 6
level_ring_points 2 2 2 4
level_ring_points 3 0 0 0
workshop_ring_upgrade 1 0 0 0 0 0 0 0 0 0 1.56
workshop_ring_upgrade 2 0 0 0 0 0 0 0 0 0 2.16
workshop_ring_upgrade 3 0 0 0 0 0 0 0 0 0 2.4
merchant_refresh_pending 0
merchant_upgrade_level 4
merchant_stock_version 4
merchant_stock item_chipped_pickaxe 220 4
merchant_stock item_shovel 190 4
merchant_stock item_magnifying_glass 130 1
merchant_stock item_super_capture_net 460 1
merchant_stock item_apple 40 0
merchant_stock item_good_apple 90 0
merchant_stock item_iron_sword 410 5
merchant_stock item_mineuchi_sword 280 1
merchant_stock item_soft_cookie 130 5
merchant_stock item_poison_apple 80 5
merchant_stock item_rockcrusher_mace 1230 3
merchant_stock item_ice_book 500 2
merchant_stock item_bowling_ball 970 1
merchant_stock item_drill 630 2
merchant_stock item_great_torch 400 4
high_value_buy_object treasure_junk_wine_bottle
high_value_buy_object treasure_haiki_47
high_value_buy_object treasure_asakou_01
high_value_buy_object treasure_asakou_04
warehouse_capacity_level 1
processing_unlock_level 2
ring_workshop_unlocked 0
ring_preset_slot_level 0
auto_save_on_return 0
equipped_staff iteminst_154
ring_shape_1 Circle
ring_shape_2 FigureEight
ring_shape_3 Comet
story_flag story_intro_tutorial_fall
story_flag story_intro_tutorial_shovel_ready
story_flag story_intro_tutorial_torch_found
story_flag story_intro_tutorial_torch_ready
story_flag story_intro_tutorial_enemy_encounter
story_flag story_intro_tutorial_enemy_defeated
story_flag story_intro_tutorial_chest_found
story_flag story_intro_tutorial_chest_loot_ring
